date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:08:28	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-60997126b8ba7-gzip%22	https://www.afci-formation.fr/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.afci-formation.fr/)
10:08:28	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-6027073d43287-gzip%22	https://www.afci-formation.fr/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.afci-formation.fr/)
10:08:29	15073/15073	---M-Z	200	added ('OK')	application/javascript	etag:%223ae1-61f2947c3657c-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.23.4	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mind5d5.js	(from https://www.afci-formation.fr/)
10:08:29	985/985	---MC-	403	error ('Forbidden')	text/html	date:Thu,%2012%20Sep%202024%2008:08:31%20GMT	https://www.afci-formation.fr/xmlrpc.php?rsd	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/xmlrpc.1d0db0.delayed	(from https://www.afci-formation.fr/)
10:08:30	375306/375306	---MC-	200	added ('OK')	application/json	date:Thu,%2012%20Sep%202024%2008:08:31%20GMT	https://www.afci-formation.fr/wp-json/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-json/index.html	(from https://www.afci-formation.fr/)
10:08:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Sep%202024%2008:08:31%20GMT	https://www.afci-formation.fr/?p=37011	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/indexe730.html	(from https://www.afci-formation.fr/)
10:08:31	2372/2372	---MC-	200	added ('OK')	application/json	date:Thu,%2012%20Sep%202024%2008:08:31%20GMT	https://www.afci-formation.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.afci-formation.fr%2F	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-json/oembed/1.0/embedec96.json	(from https://www.afci-formation.fr/)
10:08:32	2547/2547	---MCZ	200	added ('OK')	text/xml	date:Thu,%2012%20Sep%202024%2008:08:33%20GMT	https://www.afci-formation.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.afci-formation.fr%2F&format=xml	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-json/oembed/1.0/embed398b	(from https://www.afci-formation.fr/)
10:08:32	10678/10678	---M-Z	200	added ('OK')	image/png	etag:%2229b6-5ca86cdb76d14-gzip%22	https://www.afci-formation.fr/wp-content/uploads/2021/08/AFCI-LOGO-Petit-150x150.png	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/uploads/2021/08/AFCI-LOGO-Petit-150x150.png	(from https://www.afci-formation.fr/)
10:08:32	40322/40322	---M-Z	200	added ('OK')	image/png	etag:%229d82-5ca86cdac0334-gzip%22	https://www.afci-formation.fr/wp-content/uploads/2021/08/AFCI-LOGO-Petit.png	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/uploads/2021/08/AFCI-LOGO-Petit.png	(from https://www.afci-formation.fr/)
10:08:32	18192/18192	---M-Z	200	added ('OK')	image/png	etag:%224710-5ceb798251f01-gzip%22	https://www.afci-formation.fr/wp-content/uploads/2021/09/lOGO-afci-1-1-300x212.png	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/uploads/2021/09/lOGO-afci-1-1-300x212.png	(from https://www.afci-formation.fr/)
10:08:33	26923/26923	---M-Z	200	added ('OK')	text/css	etag:%22692b-61f293a3f6f7f-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=1723111791	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min2c2d.css	(from https://www.afci-formation.fr/)
10:08:33	35276/35276	---MC-	200	added ('OK')	application/json	date:Thu,%2012%20Sep%202024%2008:08:34%20GMT	https://www.afci-formation.fr/wp-json/tribe/events/v1/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-json/tribe/events/v1/index.html	(from https://www.afci-formation.fr/)
10:08:33	80614/80614	---MCZ	200	added ('OK')	image/jpeg	etag:%2213ae6-61f181efa4223-gzip%22	https://www.afci-formation.fr/wp-content/uploads/2024/08/5421741_2822506-1024x1024.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/uploads/2024/08/5421741_2822506-1024x1024.jpg	(from https://www.afci-formation.fr/)
10:08:33	222739/222739	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:35%20GMT	https://www.afci-formation.fr/qui-sommes-nous/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/qui-sommes-nous/index.html	(from https://www.afci-formation.fr/)
10:08:33	222788/222788	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:35%20GMT	https://www.afci-formation.fr/notre-equipe/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/notre-equipe/index.html	(from https://www.afci-formation.fr/)
10:08:34	223096/223096	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:35%20GMT	https://www.afci-formation.fr/nos-outils-pedagogiques/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/nos-outils-pedagogiques/index.html	(from https://www.afci-formation.fr/)
10:08:34	222832/222832	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:35%20GMT	https://www.afci-formation.fr/nos-partenaires/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/nos-partenaires/index.html	(from https://www.afci-formation.fr/)
10:08:34	222861/222861	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:35%20GMT	https://www.afci-formation.fr/form-e-lcms/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/form-e-lcms/index.html	(from https://www.afci-formation.fr/)
10:08:34	9776/9776	---M-Z	200	added ('OK')	image/png	etag:%222630-5ceb772bc56cb-gzip%22	https://www.afci-formation.fr/wp-content/uploads/2021/09/lOGO-afci-blanc.png	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/uploads/2021/09/lOGO-afci-blanc.png	(from https://www.afci-formation.fr/)
10:08:34	222915/222915	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:36%20GMT	https://www.afci-formation.fr/toutesnosformations/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/toutesnosformations/index.html	(from https://www.afci-formation.fr/)
10:08:35	223088/223088	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:36%20GMT	https://www.afci-formation.fr/employee-detage-en-hotellerie-2/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/employee-detage-en-hotellerie-2/index.html	(from https://www.afci-formation.fr/)
10:08:35	223047/223047	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:36%20GMT	https://www.afci-formation.fr/tp-gouvernante-en-hotellerie/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tp-gouvernante-en-hotellerie/index.html	(from https://www.afci-formation.fr/)
10:08:35	222929/222929	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:37%20GMT	https://www.afci-formation.fr/tp-receptionniste-en-hotellerie/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tp-receptionniste-en-hotellerie/index.html	(from https://www.afci-formation.fr/)
10:08:35	223558/223558	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:37%20GMT	https://www.afci-formation.fr/acces-a-la-qualification-metiers-de-lhotellerie-restauration/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/acces-a-la-qualification-metiers-de-lhotellerie-restauration/index.html	(from https://www.afci-formation.fr/)
10:08:35	222478/222478	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:37%20GMT	https://www.afci-formation.fr/bts-mhr/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/bts-mhr/index.html	(from https://www.afci-formation.fr/)
10:08:35	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%2226c9-61f2947bc31bc-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://www.afci-formation.fr/)
10:08:36	222736/222736	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:37%20GMT	https://www.afci-formation.fr/service-en-restaurant/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/service-en-restaurant/index.html	(from https://www.afci-formation.fr/)
10:08:36	222675/222675	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:37%20GMT	https://www.afci-formation.fr/tp-agent-de-r/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tp-agent-de-r/index.html	(from https://www.afci-formation.fr/)
10:08:36	222643/222643	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:37%20GMT	https://www.afci-formation.fr/tp-cuisinier/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tp-cuisinier/index.html	(from https://www.afci-formation.fr/)
10:08:36	222574/222574	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:38%20GMT	https://www.afci-formation.fr/elementor-32313/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/elementor-32313/index.html	(from https://www.afci-formation.fr/)
10:08:37	23956/23956	---M-Z	200	added ('OK')	image/jpeg	etag:%225d94-5cb5018d5cc14-gzip%22	https://www.afci-formation.fr/wp-content/uploads/2021/09/Handicaps-150x150.jpg	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/uploads/2021/09/Handicaps-150x150.jpg	(from https://www.afci-formation.fr/)
10:08:37	222615/222615	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:38%20GMT	https://www.afci-formation.fr/cap_patisserie/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/cap_patisserie/index.html	(from https://www.afci-formation.fr/)
10:08:37	222605/222605	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:38%20GMT	https://www.afci-formation.fr/cap-cuisine/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/cap-cuisine/index.html	(from https://www.afci-formation.fr/)
10:08:37	222976/222976	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:39%20GMT	https://www.afci-formation.fr/assistante_vie_familles/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/assistante_vie_familles/index.html	(from https://www.afci-formation.fr/)
10:08:37	222498/222498	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:39%20GMT	https://www.afci-formation.fr/haccp-2/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/haccp-2/index.html	(from https://www.afci-formation.fr/)
10:08:38	222415/222415	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:39%20GMT	https://www.afci-formation.fr/advd/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/advd/index.html	(from https://www.afci-formation.fr/)
10:08:38	120926/120926	---MCZ	200	added ('OK')	image/png	etag:%221d85e-5ceb6239119d8-gzip%22	https://www.afci-formation.fr/wp-content/uploads/2021/09/Capture-decran-2021-01-07-a-18.43.56-1024x439-1.png	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/uploads/2021/09/Capture-decran-2021-01-07-a-18.43.56-1024x439-1.png	(from https://www.afci-formation.fr/)
10:08:38	222978/222978	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:39%20GMT	https://www.afci-formation.fr/assistante-maternelle-garde-denfant/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/assistante-maternelle-garde-denfant/index.html	(from https://www.afci-formation.fr/)
10:08:38	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-61f2947c24c3c-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.23.4	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor/assets/lib/animations/animations.mind5d5.css	(from https://www.afci-formation.fr/)
10:08:38	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-5c8036d136d00-gzip%22	https://www.afci-formation.fr/wp-includes/css/dashicons.min.css?ver=6.6.2	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-includes/css/dashicons.min109c.css	(from https://www.afci-formation.fr/)
10:08:38	223016/223016	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:40%20GMT	https://www.afci-formation.fr/auxiliaire-ambulancier/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/auxiliaire-ambulancier/index.html	(from https://www.afci-formation.fr/)
10:08:38	222599/222599	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:40%20GMT	https://www.afci-formation.fr/ash/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/ash/index.html	(from https://www.afci-formation.fr/)
10:08:38	222931/222931	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:40%20GMT	https://www.afci-formation.fr/tp-agent-de-service-medico-social/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tp-agent-de-service-medico-social/index.html	(from https://www.afci-formation.fr/)
10:08:39	3611/3611	---M-Z	200	added ('OK')	application/javascript	etag:%22e1b-6040a610172c0-gzip%22	https://www.afci-formation.fr/wp-content/plugins/honeypot/includes/js/wpa.js?ver=2.1.5	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/honeypot/includes/js/wpad63f.js	(from https://www.afci-formation.fr/)
10:08:41	223702/223702	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:41%20GMT	https://www.afci-formation.fr/acces-a-la-qualification-metiers-de-service-daide-a-la-personne/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/acces-a-la-qualification-metiers-de-service-daide-a-la-personne/index.html	(from https://www.afci-formation.fr/)
10:08:41	223062/223062	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:41%20GMT	https://www.afci-formation.fr/tp-secretaire-assistante-medico-social/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tp-secretaire-assistante-medico-social/index.html	(from https://www.afci-formation.fr/)
10:08:41	223762/223762	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:41%20GMT	https://www.afci-formation.fr/acces-a-la-qualification-metiers-du-sanitaire-et-du-service-medico-social/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/acces-a-la-qualification-metiers-du-sanitaire-et-du-service-medico-social/index.html	(from https://www.afci-formation.fr/)
10:08:41	57264/57264	---M-Z	200	added ('OK')	application/javascript	etag:%22dfb0-61f19627b8e66-gzip%22	https://www.afci-formation.fr/wp-content/plugins/wp-custom-cursors/public/js/wp_custom_cursors_main_script.js?ver=3.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/wp-custom-cursors/public/js/wp_custom_cursors_main_script6de8.js	(from https://www.afci-formation.fr/)
10:08:41	222976/222976	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:41%20GMT	https://www.afci-formation.fr/tp-employe-administratif-daccueil/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tp-employe-administratif-daccueil/index.html	(from https://www.afci-formation.fr/)
10:08:41	18062/18062	---M-Z	200	added ('OK')	application/javascript	etag:%22468e-620247fe8c504-gzip%22	https://www.afci-formation.fr/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.2.9	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/themes/kadence/assets/js/navigation.min077c.js	(from https://www.afci-formation.fr/)
10:08:41	23433/23433	---M-Z	200	added ('OK')	application/javascript	etag:%225b89-5ef643100a1cc-gzip%22	https://www.afci-formation.fr/wp-content/plugins/q2w3-fixed-widget/js/frontend.min.js?ver=6.2.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/q2w3-fixed-widget/js/frontend.min18cf.js	(from https://www.afci-formation.fr/)
10:08:42	10383/10383	---M-Z	200	added ('OK')	application/javascript	etag:%22288f-61f2e216ce3ab-gzip%22	https://www.afci-formation.fr/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.9.27	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min9cb2.js	(from https://www.afci-formation.fr/)
10:08:43	223682/223682	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:43%20GMT	https://www.afci-formation.fr/acces-a-la-qualification-metiers-du-secretariat-et-de-la-bureautique/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/acces-a-la-qualification-metiers-du-secretariat-et-de-la-bureautique/index.html	(from https://www.afci-formation.fr/)
10:08:43	3721/3721	---M-Z	200	added ('OK')	application/javascript	etag:%22e89-61f293a401b5f-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.23.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min28fc.js	(from https://www.afci-formation.fr/)
10:08:44	222472/222472	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:43%20GMT	https://www.afci-formation.fr/tssr/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tssr/index.html	(from https://www.afci-formation.fr/)
10:08:44	24109/24109	---M-Z	200	added ('OK')	application/javascript	etag:%225e2d-61f293a401b5f-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://www.afci-formation.fr/)
10:08:44	222570/222570	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:43%20GMT	https://www.afci-formation.fr/trte/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/trte/index.html	(from https://www.afci-formation.fr/)
10:08:44	6060/6060	---M-Z	200	added ('OK')	application/javascript	etag:%2217ac-61f293a40697f-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.23.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min28fc.js	(from https://www.afci-formation.fr/)
10:08:44	222673/222673	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:44%20GMT	https://www.afci-formation.fr/tai/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/tai/index.html	(from https://www.afci-formation.fr/)
10:08:45	4997/4997	---M-Z	200	added ('OK')	application/javascript	etag:%221385-61f2947c23c9c-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.4	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor/assets/js/webpack.runtime.mind5d5.js	(from https://www.afci-formation.fr/)
10:08:45	223260/223260	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:08:47%20GMT	https://www.afci-formation.fr/dwwm/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/dwwm/index.html	(from https://www.afci-formation.fr/)
10:08:45	73568/73568	---M-Z	200	added ('OK')	application/javascript	etag:%2211f60-61f2947c0777c-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.4	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor/assets/js/frontend-modules.mind5d5.js	(from https://www.afci-formation.fr/)
10:08:45	4307/4307	---M-Z	200	added ('OK')	application/javascript	etag:%2210d3-615242b15605d-gzip%22	https://www.afci-formation.fr/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-includes/js/dist/hooks.min2757.js	(from https://www.afci-formation.fr/)
10:08:46	9141/9141	---M-Z	200	added ('OK')	application/javascript	etag:%2223b5-615242b158f3d-gzip%22	https://www.afci-formation.fr/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-includes/js/dist/i18n.minc33c.js	(from https://www.afci-formation.fr/)
10:08:46	222762/222762	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:45%20GMT	https://www.afci-formation.fr/referent-digital/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/referent-digital/index.html	(from https://www.afci-formation.fr/)
10:08:46	25050/25050	---M-Z	200	added ('OK')	application/javascript	etag:%2261da-61f293a4088bf-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.23.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/js/frontend.min28fc.js	(from https://www.afci-formation.fr/)
10:08:46	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%222fa6-61f2947c48e5c-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.afci-formation.fr/)
10:08:46	222529/222529	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:46%20GMT	https://www.afci-formation.fr/cda/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/cda/index.html	(from https://www.afci-formation.fr/)
10:08:46	21464/21464	---M-Z	200	added ('OK')	application/javascript	etag:%2253d8-61d6476798bb5-gzip%22	https://www.afci-formation.fr/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.afci-formation.fr/)
10:08:47	40249/40249	---M-Z	200	added ('OK')	application/javascript	etag:%229d39-61f2947c067dc-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.4	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor/assets/js/frontend.mind5d5.js	(from https://www.afci-formation.fr/)
10:08:47	222805/222805	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:47%20GMT	https://www.afci-formation.fr/ms-pack-bureautique/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/ms-pack-bureautique/index.html	(from https://www.afci-formation.fr/)
10:08:47	42585/42585	---M-Z	200	added ('OK')	application/javascript	etag:%22a659-61f293a40b79f-gzip%22	https://www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.23.3	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min28fc.js	(from https://www.afci-formation.fr/)
10:08:54	223386/223386	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:48%20GMT	https://www.afci-formation.fr/environnement-numerique-et-competences-bureautiques/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/environnement-numerique-et-competences-bureautiques/index.html	(from https://www.afci-formation.fr/)
10:08:54	223468/223468	---MC-	503	error ('Service%20Unavailable')	text/html	date:Thu,%2012%20Sep%202024%2008:08:49%20GMT	https://www.afci-formation.fr/acces-a-la-qualification-metiers-du-numerique/	C:/Users/Cisco/Bureau/Bureau/aspirationSiteWeb/Afci/www.afci-formation.fr/acces-a-la-qualification-metiers-du-numerique/index.html	(from https://www.afci-formation.fr/)
